,document_id,extract_number,extract_text
318,CREC-2002-03-20-pt1-PgD269,1,"Committee on Resources: Held a hearing on the following bills: H.R. 2829, Sound Science for Endangered Species Act Planning Act of 2001; and H.R. 3705, Sound Science Saves Species Act of 2002, Testimony was heard from Craig Manson, Assistant Secretary, Fish, and Wildlife and Parks, Department of the Interior; Rebecca Lent, Deputy Assistant Administrator, Regulatory Programs, National Marine Fisheries Service, NOAA, Department of Commerce; and public witnesses."
319,CREC-2018-07-16-pt1-PgD816,1,"Committee on Environment and Public Works: to hold hearings to examine an original bill entitled, ‘‘Endangered Species Act Amendments of 2018’’, 9:45 a.m., SD–406. Committee on Health, Education, Labor, and Pensions: to hold hearings to examine reducing health care costs, focusing on eliminating excess health care spending and improving quality and value for patients, 10 a.m.,"
320,CREC-2018-07-16-pt1-PgD816,2,"Committee on Commerce, Science, and Transportation: July 18, to hold hearings to examine sharks, 10 a.m., SR–253. Committee on Energy and Natural Resources: July 17, to hold hearings to examine the Department of the Interior’s final list of critical minerals for 2018 and opportunities to strengthen the United States’ mineral security, 10 a.m., SD–366. July 19, Full Committee, to hold an oversight hearing to examine Administration reorganization and modernization proposals related to the Department of Energy and the Department of the Interior, 10 a.m., SD–366. Committee on Environment and Public Works: July 17, to hold hearings to examine an original bill entitled, ‘‘Endangered Species Act Amendments of 2018’’, 9:45 a.m.,"
321,CREC-1995-03-07-pt1-PgD299-2,1,"provided for Environmental Restoration, Defense, and to offset the reduction by an increase in the rescission for Research, Development, Test and Evaluation, Defense-Wide. Pages S3587–93 Withdrawn: Helms/Faircloth Amendment No. 325 (to committee amendment beginning on page 1, line 3), to provide that the Endangered Species Act of 1973 shall not apply with respect to Fort Bragg, North Carolina. Pages S3597–99 Pending: Helms (Modified) Amendment No. 326 (to committee amendment beginning on page 1, line 3), to strengthen international sanctions against the Castro government in Cuba, to develop a plan to support a transition government leading to a democratically elected government in Cuba. Pages S3599–S3600 Senate will continue consideration of the bill on Wednesday, March 8. Nominations Confirmed: Senate confirmed the following nominations: Herschelle Challenor, of Georgia, to be a Member of the National Security Education Board for a term of four years. Sheila Cheston, of the District of Columbia, to be General Counsel of the Department of the Air Force. Page S3640 Messages From the House: Page S3603 Measures Referred: Page S3603 Communications: Page S3603 Statements on Introduced Bills: Pages S3604–22 Additional Cosponsors: Pages S3622–23 Amendments Submitted: Pages S3623–35 Notices of Hearings: Page S3635 Authority for Committees: Page S3636 Additional Statements: Pages S3636–39 Record Votes: Three record votes were taken today. (Total—101) Pages S3555, S3593 Recess: Senate convened at 10:30 a.m., and recessed at 6:34 p.m., until 10:30 a.m., on Wednesday, March 8, 1995. (For Senate’s program, see the remarks of the Acting Majority Leader in today’s RECORD on page S3640.)"
322,CREC-1995-03-07-pt1-PgD299-2,2,"Committee on Environment and Public Works: Subcommittee on Drinking Water, Fisheries and Wildlife concluded hearings on S. 191, S. 503, and other related proposals to institute a moratorium on certain activities under authority of the Endangered Species Act, after receiving testimony from Senator Hutchison; Bruce Babbitt, Secretary of the Interior; David Wilcove, on behalf of the Environmental Defense Fund and the Society for Conservation Biology, and William J. Snape III, Defenders of Wildlife, both of Washington, D.C.; Robert E. Gordon, Jr., National Wilderness Institute, Alexandria, Virginia; Rick Perry, Texas Department of Agriculture, Austin; James A. Kraft, Plum Creek Timber Company,"
323,CREC-2001-04-03-pt1-PgD308,1,"Bills Introduced: 55 public bills, H.R. 1330–1384; 2 private bills, H.R. 1385–1386; and 7 resolutions, H. Con. Res. 93–96, and H. Res. 110, 112–113, were introduced. Pages H1406–10 Reports Filed: Reports were filed today as follows: H.R. 768, to amend the Improving America’s Schools Act of 1994 to make permanent the favorable treatment of need-based educational aid under the antitrust laws (H. Rept. 107–32); H.R. 642, to reauthorize the Chesapeake Bay Office of the National Oceanic and Atmospheric Administration, amended (H. Rept. 107–33); H.R. 601, to ensure the continued access of hunters to those Federal lands included within the boundaries of the Craters of the Moon National Monument in the State of Idaho pursuant to Presidential Proclamation 7373 of November 9, 2000, and to continue the applicability of the Taylor Grazing Act to the disposition of grazing fees arising from the use of such lands, amended (H. Rept. 107–34); H.R. 581, to authorize the Secretary of the Interior and the Secretary of Agriculture to use funds appropriated for wildland fire management in the Department of the Interior and Related Agencies Appropriations Act, 2001, to reimburse the United States Fish and Wildlife Service and the National Marine Fisheries Service to facilitate the interagency cooperation required under the Endangered Species Act of 1973 in connection with wildland fire management (H. Rept. 107–35); H.R. 182, to amend the Wild and Scenic Rivers Act to designate a segment of the Eight Mile River in the State of Connecticut for study for potential addition to the National Wild and Scenic Rivers System, amended (H. Rept. 107–36); H.R. 8, to amend the Internal Revenue Code of 1986 to phaseout the estate and gift taxes over a 10year period, amended (H. Rept. 107–37); H.R. 974, to increase the number of interaccount transfers which may be made from business accounts at depository institutions, to authorize the Board of Governors of the Federal Reserve System to pay interest on reserves, amended (H. Rept. 107–38); and H. Res. 111, providing for consideration of the bill (H.R. 8) to amend the Internal Revenue Code of 1986 to phaseout the estate and gift taxes over a 10-year period (H. Rept. 107–39). Page H1406"
324,CREC-2000-03-01-pt1-PgD145,1,"Committee on Resources: Held a hearing on H.R. 3160, Common Sense Protections for Endangered Species Act. Testimony was heard from Marc Racicot, Governor, State of Montana; Jamie Clark, Director, U.S. Fish and Wildlife Service, Department of the Interior; and Penelope D. Dalton, Director, National Marine Fisheries Service, Department of Commerce."
325,CREC-2004-11-19-pt3-PgD1096,1,"Measures Introduced: 26 public bills, H.R. 5393–5418; and; 8 resolutions, H.J. Res. 114; H. Con. Res. 524–527, and H. Res. 863–865 were introduced. Pages H10078–79 Additional Cosponsors: Pages H10079–80 Reports Filed: Reports were filed today as follows: H.R. 1662, to amend the Endangered Species Act of 1973 to require the Secretary of the Interior to give greater weight to scientific or commercial data that is empirical or has been field-tested or peer-reviewed, amended (H. Rept. 108–785); H.R. 2933, to amend the Endangered Species Act of 1973 to reform the process for designating critical habitat under that Act, amended (H. Rept. 108–786); H.R. 5104, to amend the Marine Mammal Protection Act of 1972 to authorize appropriations for the John H. Prescott Marine Mammal Rescue Assistance Grant Program (H. Rept. 108–787); H.R. 5134, to require the prompt review by the Secretary of the Interior of the long-standing petitions for Federal recognition of certain Indian tribes, amended (H. Rept. 108–788); H.R. 2801, to establish a digital and wireless network technology program, amended (H. Rept. 108–789, Pt. 1); H.R. 3283, to improve recreational facilities and visitor opportunities on Federal recreational lands by reinvesting receipts from fair and consistent recreational fees and passes, amended (H. Rept. 108–790, Pt. 1); H.R. 2440, to improve the implementation of the Federal responsibility for the care and education of Indian people by improving the services and facilities of Federal health programs for Indians and encouraging maximum participation of Indians in such programs, amended (H. Rept. 108–791, Pt. 1); Conference report to accompany H.R. 4818, an act making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 2005, and for other purposes (H. Rept. 108–792). Pages H10071, H10077–78, H10235–H10887 Rule for consideration of suspensions: The House agreed to H. Res. 859, providing for consideration of motions to suspend the rules, by voice vote. Pages H10003–05 Individuals with Disabilities Education Improvement Act of 2004—Conference Report: The House agreed to the conference report to accompany"
326,CREC-2017-05-10-pt1-PgD514,1,"Committee on Environment and Public Works: Committee concluded a hearing to examine state views on the need to modernize the Endangered Species Act, after receiving testimony from Nick Wiley, Florida Fish and Wildlife Conservation Commission, Tallahassee, and Larry D. Voyles, Arizona Game and Fish Department, Phoenix, both on behalf of the Association of Fish and Wildlife Agencies; and Janet Coit, Rhode Island Department of Environmental Management, Providence."
327,CREC-1996-03-20-pt1-PgD238,1,Committee on Resources: Held an oversight hearing on the Implementation and Administration of the Endangered Species Act of 1973. Testimony was heard from public witnesses.
328,CREC-2002-07-08-pt1-PgD713,1,"July 9, Subcommittee on the Constitution, hearing on H.R. 4965, Partial-Birth Abortion Ban Act of 2002, 2 p.m., 2237 Rayburn. July 9, Subcommittee on Crime, Terrorism, and Homeland Security, oversight hearing on ‘‘The Proposal to create a Department of Homeland Security,’’ 9 a.m., 2141 Rayburn. July 10 and 11, full Committee, to mark up the following: H.R. 3838, to amend the charter of the Veterans of Foreign Wars of the United States organization to make members of the armed forces who receive special pay for duty subject to hostile fire or imminent danger eligible for membership in the organization; H.R. 3214, to amend the charter of the AMVETS organization; H.R. 3988, to amend title 36, United States Code, to clarify the requirements for eligibility in the American Legion; H.R. 5005, Homeland Security Act of 2002; and private relief measures, 10 a.m., 2141 Rayburn. Committee on Resources, July 9, Subcommittee on National Parks, Recreation and Public Lands, hearing on the following bills: H.R. 2099, to amend the Omnibus Parks and Public Lands Management Act of 1996 to provide adequate funding authorization for the Vancouver National Historic Reserve; H.R. 3917, to authorize a national memorial to commemorate the passengers and crew of Flight 93 who, on September 11, 2001, courageously gave their lives thereby thwarting a planned attack on our Nation’s Capital; and H.R. 4874, to direct the Secretary of the Interior to disclaim any Federal interest in lands adjacent to Spirit Lake and Twin Lakes in the State of Idaho resulting from possible omission of land from an 1880 survey, 2 p.m., 1334 Longworth. July 9, Subcommittee on Water and Power, hearing on the following bills: H.R. 4708, Fremont-Madison Conveyance Act; H.R. 4739, to amend the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in the design, planning and construction of a project to reclaim and reuse wastewater within and outside of the service area of the City of Austin Water and Wastewater Utility, Texas; and H.R. 5039, to direct the Secretary of the Interior to convey title to certain irrigation project property in the Humboldt Project, Nevada, to the Pershing County Water Conservation District, Pershing County, Lander County and the State of Nevada, 2 p.m., 1324 Longworth. July 10, full Committee, to continue markup of H.R. 4749, Magnuson-Stevens Act Amendments of 2002; and to mark up the following measures: H. Con. Res. 419, requesting the President to issue a proclamation in observance of the 100th Anniversary of the founding of the International Association of Fish and Wildlife Agencies; H.R. 3148, to amend the Alaska Native Claims Settlement Act to provide equitable treatment of Alaska Native Vietnam Veterans; H.R. 3476, to protect certain lands held in fee by the Pechanga Band of Luiseno Mission Indians from condemnation until a final decision is made by the Secretary of the Interior regarding a pending fee to trust application for that land; H.R. 3917, Flight 93 National Memorial Act; H.R. 4141, Red Rock Canyon National Conservation Area Protection and Enhancement Act of 2002; H.R. 4620, America’s Wilderness Protection Act; H.R. 4739, to amend the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in the design, planning, and construction of a project to reclaim and reuse wastewater within and outside of the service area of the City of Austin Water and Wastewater Utility, Texas; H.R. 4822, Upper Missouri River Breaks Boundary Clarification Act; H.R. 4840, Sound Science for Endangered Species Act Planning Act of 2002; S. 238, Burnt, Malheur, Owyhee, and Powder River Basin Water Optimization Feasibility Study Act of 2001; S. 356, Louisiana Purchase Bicentennial Commission Act; and S. 1057, Pu’uhonua O Honaunau National Historical Park Addition Act of 2001, 10 a.m., 1324 Longworth. July 11, Subcommittee on Fisheries Conservation, Wildlife and Oceans, oversight hearing on the Developing Crisis Facing Wildlife Species due to Bushmeat Consumption, 11 a.m., 1324 Longworth. July 11, Subcommittee on Forests and Forest Health, oversight hearing on Wildfire on the National Forest: An Update on the 2002 Wildland Fire Season, 10 a.m., 1334 Longworth. Committee on Rules, July 9, to consider the following: H.R. 4635, Arming Pilots Against Terrorism Act; H.R. 4687, National Construction Safety Team Act; H.R. 2486, Tropical Cyclone Inland Forecasting Improvement and Warning System Development Act of 2002; and H.R. 2733, Enterprise Integration Act of 2002, 11 a.m., H–313 Capitol. Committee on Science, July 10, hearing on the Administration’s Climate Change Initiative, 1 p.m., 2318 Rayburn. Committee on Small Business, July 11, Subcommittee on Regulatory Reform and Oversight, hearing on The Small Business Health Market: Bad Reforms Higher Prices and Fewer Choices, 10 a.m., 2360 Rayburn. Committee on Transportation and Infrastructure, July 9, Subcommittee on Highways and Transit, hearing on Trucking Safety, 2 p.m., 2167 Rayburn. July 11, full Committee, to consider H.R. 5005, Homeland Security Act of 2002, 11 a.m., 2167 Rayburn. Committee on Veterans’ Affairs, July 9, Subcommittee on Benefits, to mark up the following bills: H.R. 4940, the Arlington National Cemetery Burial Eligibility Act; and H.R. 5055, to authorize the placement in Arlington National Cemetery of a memorial honoring the World War II veterans who fought in the Battle of the Bulge, 1 p.m., 334 Cannon. July 10, Subcommittee on Health, to mark up H.R. 3645, Veterans Health-Care Items Procurement Reform and Improvement Act of 2002, 2 p.m., 334 Cannon. Committee on Ways and Means, July 10, to mark up H.R. 5005, Homeland Security Act of 2002, 10:30 a.m., 1100 Longworth. July 11, Subcommittee on Social Security, to continue hearings on Social Security Disability Programs’ Challengers and Opportunities, 10 a.m., B–318 Rayburn."
