GOID,Date,Topic
421877902,2002-04-30,3
421878002,2002-05-03,3
421878180,2003-12-18,3
421878830,2003-12-04,1
421879069,2004-07-27,1
421882556,2004-01-20,3
421883784,2004-03-12,5
421883996,2004-01-13,2
421885174,2004-02-07,5
421888238,2002-04-20,4
421889550,2002-04-20,3
421890967,2004-01-26,6
421895667,2004-01-20,5
421896059,2002-08-08,0
421896117,2004-01-15,3
421896831,2004-03-07,5
421897404,2004-07-17,3
421897694,2002-08-08,5
421898358,2004-06-20,5
421898893,2003-12-18,7
421899411,2002-07-21,0
421900530,2002-07-31,1
421901549,2004-03-23,0
421901812,2004-03-02,1
421903326,2004-06-23,5
421904759,2002-05-10,4
421904877,2002-06-16,3
421906048,2004-06-10,1
421906109,2004-08-06,5
421912103,2002-05-04,3
421912535,2002-06-10,4
421912537,2004-07-17,7
421913968,2002-08-09,1
421914364,2004-05-16,8
421914535,2004-06-23,
421915094,2004-10-26,2
421915719,2004-07-20,4
421915933,2004-07-01,5
421915998,2004-06-06,3
421916415,2004-04-06,3
421917873,2002-06-07,2
421917949,2004-04-22,5
421921453,2002-09-17,5
421922983,2002-11-15,
421923017,2004-07-13,5
421923168,2003-05-21,3
421923793,2004-02-06,7
421924076,2004-07-30,1
421926502,2002-09-13,3
421927130,2004-03-05,0
421927972,2004-09-17,2
421929996,2004-04-30,3
421932094,2004-11-19,7
421932566,2003-02-16,0
421932714,2005-02-17,7
421932942,2003-01-31,3
421934743,2002-12-07,2
421936727,2002-10-29,5
421936776,2004-11-10,4
421937830,2003-04-30,5
421938012,2003-04-30,0
421938389,2004-08-07,5
421939483,2004-04-22,
421940333,2005-02-10,1
421941053,2002-11-28,3
421942110,2005-01-24,6
421943262,2005-01-05,1
421944624,2003-02-23,7
421945754,2003-02-09,0
421946544,2002-12-09,4
421948281,2003-03-22,5
421950343,2003-05-22,3
421953090,2004-12-11,2
421954414,2005-01-07,5
421954613,2004-12-04,1
421955570,2003-06-17,1
421957170,2005-01-09,0
421957739,2005-01-15,2
421958298,2002-11-24,1
421959174,2005-01-13,2
421960023,2003-02-21,5
421961184,2004-12-01,3
421962673,2005-01-15,2
421966769,2003-02-17,5
421967163,2003-03-16,2
421967415,2003-05-21,1
421968599,2005-02-13,5
421970378,2003-03-14,8
421972253,2005-02-02,1
421972395,2003-04-04,5
421974783,2004-12-22,6
421974943,2003-01-12,0
421976289,2004-12-20,8
421978662,2004-12-17,7
421978961,2004-12-26,3
421979421,2005-01-23,1
421981881,2005-07-26,5
421984232,2003-05-13,5
421985774,2005-04-19,5
421988072,2003-07-02,3
421988322,2004-12-17,4
421988996,2005-04-19,2
421992329,2003-04-26,1
421993314,2005-09-01,5
421993549,2003-03-19,1
421995442,2005-08-16,6
421999396,2005-06-26,8
421999492,2005-04-07,3
422000373,2005-12-10,1
422000388,2005-07-21,6
422000844,2003-10-10,5
422001100,2005-09-30,6
422001156,2004-12-07,6
422001164,2003-05-08,2
422001894,2005-03-28,8
422001997,2005-03-22,6
422002749,2004-10-22,1
422002998,2005-07-20,6
422004147,2005-11-16,2
422004722,2005-06-22,2
422005220,2005-04-03,1
422005651,2005-08-07,0
422005744,2003-05-01,5
422005774,2005-10-02,3
422006363,2003-11-14,5
422009508,2005-07-30,5
422009590,2003-09-23,7
422010856,2005-07-23,6
422011499,2005-11-06,4
422014562,2005-07-06,8
422016744,2005-11-14,2
422016889,2003-08-07,5
422016964,2005-09-11,0
422017298,2005-10-02,7
422017376,2005-09-30,5
422018102,2003-10-13,0
422019877,2005-10-19,5
422021446,2005-05-27,1
422022439,2005-12-30,3
422022645,2005-09-30,2
422022870,2005-12-18,3
422023600,2005-11-16,1
422025150,2003-10-09,5
422027537,2005-06-26,1
422031032,2005-07-20,6
422032546,2005-07-07,7
422033799,2005-06-24,5
422034608,2006-03-28,5
422035070,2005-12-28,2
422036500,2006-01-21,6
422036945,2005-07-05,3
422038026,2005-10-19,5
422038417,2005-07-24,0
422040230,2005-11-07,6
422040403,2005-12-16,7
422043116,2005-06-17,5
422044666,2005-10-12,8
422046727,2006-02-26,2
422048127,2005-12-27,7
422048857,2006-12-27,
422051000,2005-09-11,1
422051084,2006-09-14,3
422051725,2006-03-19,4
422055254,2005-09-28,5
422055572,2005-06-14,8
422056716,2006-06-14,8
422062023,2006-08-23,1
422063268,2006-05-20,6
422063700,2006-02-24,0
422064150,2004-07-04,7
422064761,2006-06-14,
422064924,2006-03-15,1
422065277,2006-11-20,6
422065574,2005-07-21,6
422067162,2006-11-06,0
422068363,2006-06-18,0
422071846,2005-11-04,1
422072803,2004-12-30,8
422073722,2006-02-14,8
422075131,2006-01-16,7
422076314,2006-01-25,1
422076528,2006-07-29,2
422080817,2007-05-18,5
422081002,2004-05-28,4
422081081,2004-05-28,2
422081694,2007-04-20,2
422084378,2006-09-26,0
422084801,2006-03-17,4
422086920,2004-01-20,
422089860,2006-05-05,4
422090255,2007-03-23,7
422091724,2005-09-24,7
422091746,2006-10-15,6
422095798,2007-01-08,0
422098341,2004-08-02,1
422099712,2006-04-23,
422100935,2006-09-21,6
422101180,2007-03-01,2
422102357,2005-10-04,2
422102403,2006-12-31,1
422104629,2007-02-04,7
422108188,2006-04-16,3
422109477,2004-12-05,4
422109794,2006-11-25,0
422111303,2006-09-24,1
422112105,2006-05-05,2
422112989,2006-08-25,1
422113334,2006-11-08,7
422117082,2007-01-13,2
422120655,2007-07-09,3
422122904,2006-06-04,0
422127409,2006-10-15,6
422129816,2006-11-26,0
422134918,2007-01-27,2
422136666,2007-06-26,3
422137612,2007-03-28,3
422138843,2004-08-31,4
422140154,2007-02-17,2
422141076,2007-06-21,5
422146357,2006-11-13,4
422146775,2007-06-04,3
422148022,2006-11-09,8
422149952,2007-06-28,7
422150138,2007-08-12,0
422150382,2006-11-09,7
422152116,2007-06-09,5
422153433,2007-04-19,5
422162449,2007-06-23,5
422162477,2007-03-24,3
422163670,2006-05-23,3
422164345,2007-05-26,5
422165323,2007-08-10,0
422166603,2007-06-24,5
422167017,2007-08-19,8
422170139,2007-09-14,5
422170955,2008-01-08,2
422171380,2008-10-11,5
422178661,2007-11-30,3
422178824,2008-04-29,0
422179979,2008-03-18,0
422181441,2007-12-23,1
422183288,2009-01-01,4
422188090,2007-08-11,6
422191583,2006-06-06,4
422192004,2007-12-30,7
422192071,2008-08-12,1
422196759,2006-04-17,1
422201061,2007-09-19,3
422204362,2008-03-08,2
422205558,2006-08-11,2
422207166,2008-06-05,6
422207292,2008-04-03,2
422207325,2007-09-25,6
422208453,2007-09-23,5
422212009,2008-12-16,4
422219767,2008-02-09,0
422220245,2008-05-11,0
422221045,2009-08-21,5
422224146,2008-10-28,5
422224646,2008-02-03,8
422224872,2008-07-11,0
422226083,2008-09-28,0
422226861,2008-05-10,1
422229202,2008-06-26,5
422229327,2008-10-24,0
422231845,2007-01-12,2
422232545,2008-07-20,6
422233596,2008-07-19,1
422236295,2006-12-15,7
422237663,2008-08-15,1
422241049,2009-03-20,1
422241450,2009-05-20,1
422242202,2008-08-05,2
422242374,2009-05-28,2
422246283,2009-03-07,1
422246994,2009-01-22,7
422247815,2009-03-04,2
422248437,2009-02-22,1
422249644,2009-03-10,8
422250561,2009-03-28,0
422251428,2008-04-30,7
422252728,2009-03-03,4
422254129,2009-07-17,5
422257180,2010-03-11,5
422258190,2006-12-01,5
422258641,2008-05-16,2
422259088,2009-01-04,
422260747,2008-12-31,1
422264797,2008-12-12,7
422266550,2009-10-01,5
422268482,2008-11-04,6
422268816,2008-10-28,2
422269381,2009-12-03,2
422270874,2010-01-28,5
422271251,2010-01-27,5
422272258,2010-01-31,0
422274117,2010-03-06,3
422275719,2009-07-18,5
422276826,2009-06-18,0
422278734,2009-06-22,2
422279616,2007-04-10,5
422280658,2009-01-28,4
422280942,2009-02-05,8
422281010,2009-10-10,3
422281865,2008-05-15,7
422283998,2010-03-15,5
422284469,2009-08-22,5
422286160,2008-05-10,
422286420,2007-07-05,2
422286474,2009-09-01,0
422286508,2009-05-09,4
422287040,2010-02-27,5
422288476,2009-09-22,1
422289763,2009-01-16,4
422292895,2008-08-16,2
422294091,2009-10-23,7
422297133,2009-04-30,0
422299183,2009-04-28,5
422300722,2010-02-06,5
422301965,2009-10-25,0
422302279,2010-03-20,5
422303473,2010-03-17,5
422303733,2009-12-06,8
422303864,2009-12-31,2
422304685,2009-04-01,2
422310150,2010-02-11,5
422310557,2009-02-04,0
422313119,2009-04-07,3
422313404,2009-11-12,5
422313505,2009-09-16,3
422314466,2009-07-26,0
422316456,2010-01-26,1
422318403,2010-01-06,6
422320352,2010-02-12,5
422322382,2007-12-05,2
422324620,2008-04-16,4
422335817,2009-09-10,0
422343662,2010-03-19,5
422346871,2010-01-20,0
422347143,2010-02-13,2
422351132,2008-04-18,7
422353867,2010-01-30,2
422363905,2010-02-15,4
422381891,2008-11-21,8
422398802,2009-03-04,4
422412084,2009-11-07,5
422441797,2010-02-23,5
423968056,1980-07-13,6
423987935,1980-09-07,6
423991776,1980-10-19,3
424018521,1980-11-09,0
424019099,1980-11-13,7
424019341,1980-11-08,2
424026006,1980-12-07,1
424027746,1980-12-08,4
424034396,1981-01-31,1
424040034,1981-01-20,7
424041203,1981-01-19,1
424050631,1981-02-23,2
424092973,1981-04-05,0
424094771,1981-05-31,0
424105594,1981-05-05,2
424108675,1981-06-30,4
424137948,1981-07-23,1
424148596,1981-07-08,1
424153078,1981-08-13,4
424162788,1981-08-18,1
424235560,1981-11-15,7
424264139,1981-12-06,7
424269028,1981-12-09,1
424274694,1981-12-06,1
424283194,1982-01-25,0
424294832,1982-02-06,1
424310511,1982-03-08,5
424321598,1982-03-09,1
424322469,1982-03-01,1
424325098,1982-04-04,1
424333150,1982-04-15,8
424346767,1982-05-30,6
424351210,1982-06-26,0
424352048,1982-06-26,2
424362537,1982-06-13,1
424363639,1982-06-13,2
424365689,1982-06-11,2
424366259,1982-06-08,7
424369931,1982-06-09,4
424374934,1982-07-24,3
424375445,1982-07-10,8
424419453,1982-09-19,8
424432330,1982-09-01,0
424436625,1982-10-31,0
424457227,1982-10-10,1
424517639,1982-12-28,8
424591427,1983-03-03,4
424656832,1983-06-16,7
424662628,1983-06-04,2
424754360,1983-08-14,7
424842890,1983-12-18,7
424852231,1983-12-31,2
424876804,1984-02-21,0
424927357,1984-03-05,2
425063159,1984-05-27,1
425130792,1984-07-21,2
425140329,1984-07-01,1
425179910,1984-09-26,8
425199619,1984-09-04,0
425203436,1984-10-05,0
425253329,1984-11-17,0
425301982,1985-01-13,0
425350085,1985-03-14,0
425435965,1985-06-16,0
425447319,1985-06-02,0
425552558,1985-10-07,0
425684919,1985-11-25,3
425698236,1985-11-29,4
425715239,1985-11-10,0
425722284,1985-12-25,7
425722412,1983-12-28,1
425738872,1985-12-03,6
425759210,1986-01-05,1
425777224,1986-02-11,7
425821615,1986-04-29,2
425825146,1986-04-29,0
425835668,1986-04-13,7
425915725,1986-06-22,2
425930811,1986-07-30,2
425957255,1986-08-31,7
425958703,1986-08-31,2
425962343,1986-08-29,1
425974191,1986-08-15,1
426327280,1986-11-30,3
426394488,1987-01-16,0
426466830,1987-04-04,5
426470169,1987-04-24,2
426477668,1987-04-15,0
426516216,1987-06-14,1
426567741,1987-08-28,0
426581525,1987-08-27,0
426612025,1987-09-20,7
426635510,1987-10-22,0
426639720,1987-10-27,7
426646753,1987-10-10,6
426649115,1987-10-11,2
426651323,1987-10-11,2
426664963,1987-11-16,6
426746157,1988-02-14,5
426794829,1988-04-26,3
426800482,1988-04-12,1
426824518,1988-05-31,0
426857117,1988-06-21,0
426859730,1988-06-15,5
426875144,1988-07-29,2
426924296,1988-08-14,1
426931914,1988-09-27,0
426940077,1988-09-20,0
426943331,1988-09-17,0
426977181,1988-10-02,0
426978391,1988-11-18,1
426980820,1988-11-27,1
426998950,1988-12-28,4
427013004,1988-12-11,0
427052293,1989-01-19,0
427115409,1989-03-16,6
427171246,1989-04-27,1
427185821,1989-04-30,1
427244704,1989-06-15,2
427248890,1989-06-09,0
427252044,1989-06-06,1
427256055,1989-06-02,0
427270066,1989-07-25,2
427329986,1989-08-13,4
427346747,1989-09-27,0
427366801,1989-09-09,6
427368637,1989-09-06,6
427386477,1989-10-22,1
427439031,1989-11-10,0
427482269,1989-12-05,0
427495597,1990-01-30,5
427532886,1990-02-22,3
427591718,1990-03-05,5
427644603,1990-05-22,0
427648779,1990-05-21,0
427656302,1990-05-16,2
427660586,1990-05-12,1
427664297,1990-05-29,0
427668935,1990-05-05,3
427684212,1990-06-27,4
427684364,1990-06-23,4
427706417,1990-06-03,2
427731093,1990-07-15,3
293522344,1996-11-14,5
293528207,1996-11-03,1
293543556,1996-10-06,6
293547560,1996-11-24,3
2950004656,2024-03-08,0
2956953018,2024-03-15,4
2956989066,2024-03-15,4
2957800406,2024-03-17,0
2957811574,2024-03-17,0
2968693213,2024-03-20,7
2973837161,2024-03-25,0
3013910310,2024-03-29,1
3013957259,2024-03-29,6
3014685405,2024-03-30,3
3031495978,2024-04-04,3
3033743954,2024-04-06,3
3042781635,2024-04-22,5
3043648031,2024-04-23,6
3047717767,2024-04-29,0
3048209688,2024-04-29,1
3048274526,2024-04-30,
3052302981,2024-05-09,6
3052360760,2024-05-09,6
3052946466,2024-05-10,7
3058399449,2024-05-23,5
3059696845,2024-05-25,0
3063993812,2024-06-04,3
306866438,1987-03-17,9
3068678970,2024-06-17,3
306872395,1987-01-02,0
306886016,1987-04-07,6
306907838,1987-08-28,2
306917267,1987-09-08,0
306924850,1987-09-18,1
306935781,1987-10-22,7
306952466,1987-11-19,9
306964690,1987-12-18,4
306969934,1987-11-04,9
306983352,1987-12-03,3
306989015,1987-12-09,7
307004802,1988-05-12,3
307043948,1988-07-26,6
307056860,1988-07-04,1
307073143,1988-11-30,6
307080152,1988-09-12,1
307084570,1988-07-29,1
307125909,1989-02-23,1
307130951,1989-03-30,2
307132379,1989-03-22,4
307135543,1989-04-09,0
307143064,1989-06-21,3
3071609417,2024-06-24,0
3071657061,2024-06-25,0
307170873,1989-08-18,2
307185015,1989-09-27,1
307189773,1989-08-20,0
307193341,1989-08-13,3
307197737,1989-07-11,4
307204789,1989-09-14,1
307224803,1990-01-26,1
3072377638,2024-06-27,4
307253954,1990-04-18,4
307267795,1990-05-12,1
307270176,1990-06-03,3
307274205,1990-05-15,4
307281467,1990-07-06,3
307283088,1990-06-28,4
307285179,1990-03-08,1
307286244,1990-07-12,2
307292082,1990-03-03,8
307294151,1990-06-30,7
307295315,1990-06-29,6
307296274,1990-04-01,0
307296456,1990-12-19,0
307296667,1990-08-31,2
307297810,1990-06-27,4
307299469,1990-08-16,1
307302502,1990-06-27,2
307307278,1990-06-27,3
307307896,1990-06-23,1
307308762,1990-11-21,1
307308965,1990-09-22,4
307316475,1990-12-13,2
307323400,1990-09-07,4
307327007,1990-11-07,2
307330008,1990-12-02,7
307337855,1990-07-03,0
307340884,1990-07-18,9
307351941,1990-10-24,7
307353297,1990-08-24,1
307360363,1990-10-23,1
307361385,1991-01-19,1
307361866,1991-04-28,0
307365535,1991-04-27,3
307368592,1991-02-14,1
307369946,1991-04-04,2
3073757042,2024-07-01,4
307378284,1991-03-25,4
307382044,1991-03-23,2
307382838,1991-04-19,2
307390379,1991-06-18,5
307398041,1991-03-18,0
307403417,1991-06-25,6
307413792,1991-06-25,1
307414197,1991-06-24,0
307415859,1991-07-27,3
307422008,1991-08-06,1
307428975,1991-08-31,2
307432866,1991-07-10,2
307433467,1991-10-17,5
307440640,1991-11-18,0
307442391,1991-10-21,3
307446241,1991-08-09,0
307449082,1991-10-02,4
307452712,1991-11-13,6
307452970,1991-11-21,5
307453881,1991-08-12,5
307457165,1991-12-31,2
307457233,1991-12-28,2
307457389,1991-11-06,4
307458271,1991-09-28,5
307459251,1991-08-07,4
307460931,1991-11-20,1
307463669,1991-09-12,2
307470640,1992-01-06,1
307471714,1991-12-25,2
307481283,1992-01-26,3
307481415,1992-01-14,7
307485149,1991-11-15,3
307486859,1992-03-29,1
307489544,1991-12-07,0
307489707,1992-03-31,6
307490599,1992-03-22,4
307492133,1992-03-13,0
307496805,1992-02-28,3
307497676,1992-02-13,1
307498241,1992-02-19,
307498624,1992-02-20,4
307499124,1992-03-05,1
307501186,1992-06-23,2
307504755,1992-06-14,8
307507517,1992-06-13,4
307507569,1992-05-17,6
307508196,1992-05-26,4
307512286,1991-12-24,0
307513580,1992-02-11,1
307514226,1992-04-10,2
307516256,1992-03-02,3
307516473,1992-05-24,4
307518882,1992-02-16,6
307519259,1992-05-13,9
307526539,1992-03-16,3
307527660,1992-07-05,6
307528452,1992-09-27,8
307529169,1992-05-15,4
307529595,1992-05-27,8
307531241,1992-07-23,3
307535423,1992-05-11,2
307535843,1992-04-17,5
307535858,1992-03-20,1
307537221,1992-05-18,4
307537914,1992-05-02,6
307539751,1992-05-14,6
307540420,1992-09-18,6
307544728,1992-09-15,4
307544827,1992-06-01,0
307544910,1992-10-26,4
307550353,1992-08-13,3
307551856,1992-10-18,8
307557227,1992-06-02,8
307557981,1992-10-03,4
307575836,1992-08-12,6
307575904,1993-01-15,5
307582312,1992-10-19,3
307582931,1993-01-16,0
307592556,1993-02-27,8
307597491,1993-02-17,2
307598635,1993-01-19,4
307600644,1992-12-20,2
307602080,1993-02-14,3
307604350,1992-12-16,1
307608077,1993-03-23,3
307608678,1993-01-01,5
307610633,1993-03-20,4
307616171,1993-03-14,1
307616640,1993-01-28,6
307616871,1993-03-26,5
307618614,1993-02-12,6
307620820,1993-03-21,1
307623284,1993-02-10,2
307624438,1993-04-02,4
307625414,1993-04-11,5
307627459,1993-04-03,3
307628306,1993-04-02,6
307630300,1993-05-27,9
307631727,1993-04-21,2
307633188,1993-02-13,4
307636948,1993-06-22,6
307640240,1993-04-10,4
307641098,1993-06-29,8
307645425,1993-04-05,8
3076466230,2024-07-07,4
3076496255,2024-07-08,4
307650591,1993-07-27,9
307652293,1993-06-16,9
307654629,1993-05-08,4
307668052,1993-07-12,2
307671635,1993-09-27,4
307673356,1993-08-29,2
307674246,1993-06-08,7
307689092,1993-10-13,9
307691063,1993-12-07,1
307692681,1993-11-21,6
307693263,1993-09-04,8
307696813,1993-11-17,5
307696841,1993-11-09,9
307697901,1993-12-16,1
307699482,1993-12-26,4
307702933,1993-11-07,6
307704118,1993-12-26,7
307704209,1994-01-23,4
307706774,1993-11-15,5
307710185,1993-10-07,8
307710403,1994-01-03,4
307711466,1993-10-20,4
307716208,1993-12-12,1
307716597,1993-12-13,3
307725029,1993-12-09,2
307727844,1994-02-24,3
307729324,1994-04-24,3
307731158,1994-03-21,6
307746695,1994-05-03,1
3077563439,2024-07-10,1
307759542,1994-07-17,1
307759949,1994-06-30,7
307760463,1994-08-02,0
307762038,1994-07-19,3
307763302,1994-06-15,1
307766604,1994-09-25,7
307768190,1994-10-23,8
307773409,1994-05-05,1
307773835,1994-06-15,9
307778091,1994-05-09,4
307779968,1994-09-18,2
307781675,1994-09-19,2
307784256,1994-12-22,4
307784259,1994-07-15,2
307786086,1994-09-08,1
307786163,1994-12-21,7
307792926,1994-08-28,3
307794762,1994-12-15,3
307797221,1994-07-25,6
307797438,1994-06-16,5
307798664,1994-08-18,2
307798699,1995-01-07,1
307799301,1994-09-11,2
307799838,1995-01-04,4
307801318,1995-03-23,4
307803629,1994-09-02,6
307804400,1994-09-29,9
307805368,1995-04-18,0
307806285,1994-10-20,6
307811245,1994-10-18,4
307811784,1995-05-25,9
307813461,1995-02-06,8
307813561,1995-05-19,2
307816055,1994-12-18,4
307816312,1994-08-09,1
307817650,1995-01-13,0
307817754,1995-01-13,2
307820342,1994-12-16,5
307820847,1995-03-02,1
307821844,1995-05-07,6
307823938,1994-09-06,5
307824599,1995-05-25,7
307829233,1995-06-27,1
307831993,1995-04-28,4
307833338,1995-06-16,4
307834052,1994-10-01,4
307835046,1995-01-26,1
307836391,1995-02-16,2
307837631,1995-07-20,2
307838598,1994-12-21,5
307838860,1995-01-27,1
307839466,1995-06-07,6
307839535,1995-06-07,0
307842703,1995-08-08,4
307842951,1995-03-21,3
307844987,1995-01-15,7
307846885,1995-01-01,2
307848699,1995-03-24,4
307850615,1995-03-17,2
307850828,1995-11-24,4
307851357,1995-10-31,7
307852491,1995-09-19,7
307853409,1995-02-17,7
307853514,1995-10-29,7
307854394,1995-03-05,0
307854973,1995-09-29,0
307855829,1995-09-08,7
307856075,1995-01-27,7
307856210,1995-04-18,3
307857143,1995-03-14,9
307857248,1995-03-02,9
307857361,1995-10-21,4
307859161,1995-03-11,4
307859672,1995-05-10,9
307861385,1995-10-18,6
307861665,1995-03-07,9
307862153,1995-04-17,2
307864442,1995-02-08,5
307864988,1995-05-24,6
307866862,1995-05-22,8
307866926,1995-03-16,3
307869564,1995-06-30,6
307870467,1995-07-13,9
307871111,1995-10-13,7
307871587,1995-04-06,4
307875111,1995-03-04,4
307877681,1996-03-21,
307878421,1995-04-23,1
307878837,1995-05-03,6
307878924,1995-05-13,4
307880975,1995-06-15,4
307885702,1995-05-18,6
307890935,1995-08-04,4
307891233,1996-04-07,2
307896598,1995-08-03,2
307897253,1996-06-25,2
307897574,1995-07-01,6
307897659,1995-07-01,1
307915530,1996-08-09,1
307915814,1995-09-29,1
307915822,1995-12-03,6
307916747,1996-01-20,4
307918187,1996-07-24,6
307918934,1996-01-15,7
307919634,1996-02-18,4
307919996,1996-02-17,7
307923257,1996-01-13,0
307928298,1996-01-25,4
307931086,1996-04-24,7
307931310,1996-02-27,7
307931372,1996-02-27,7
307934946,1996-02-20,4
307939313,1996-04-25,4
307941388,1996-03-26,6
307948215,1996-03-20,9
307951984,1996-03-06,4
307958862,1996-07-20,4
307959946,1996-06-03,7
307963819,1996-06-21,5
307975016,1996-06-17,4
307976291,1996-10-08,4
307978970,1996-10-04,0
307989214,1996-08-18,1
307991151,1996-11-08,4
307998394,1996-09-17,2
308003622,1996-11-13,2
308014047,1996-11-03,6
3083310915,2024-07-23,0
3089715521,2024-08-07,5
3092494101,2024-08-14,4
3092494117,2024-08-14,0
3092528525,2024-08-14,7
3094962204,2024-08-21,3
3095293595,2024-08-22,1
3097998996,2024-08-29,0
3098046641,2024-08-29,0
3099222576,2024-09-01,8
3100358108,2024-09-04,
3101423811,2024-09-07,1
3101745617,2024-09-08,0
3113891172,2024-10-08,0
3116822376,2024-10-16,3
3118391439,2024-10-20,0
3122848511,2024-11-01,0
3123450741,2024-11-04,6
3124897522,2024-11-07,7
3126453937,2024-11-10,4
312852646,2010-05-24,4
3129879523,2024-11-19,0
3129913363,2024-11-18,0
3131653482,2024-11-22,0
3132207645,2024-11-24,7
3134200630,2024-11-30,
3134253340,2024-11-29,1
3135002054,2024-12-03,1
3142728499,2024-12-11,0
3142750210,2024-12-11,0
3143171887,2024-12-12,1
3144225815,2024-12-14,0
3150957152,2025-01-03,4
3151029379,2025-01-03,7
3151314524,2025-01-04,0
3152795299,2025-01-09,1
3157771197,2025-01-22,4
3157797282,2025-01-22,
3157797287,2025-01-21,4
3158987116,2025-01-24,3
3159018642,2025-01-24,6
3159027659,2025-01-24,3
3160217238,2025-01-28,4
3160237960,2025-01-28,4
3160238312,2025-01-28,1
3160679679,2025-01-29,1
3162456419,2025-02-02,3
3162683230,2025-02-03,3
3164891743,2025-02-10,0
3164891757,2025-02-10,3
3165249518,2025-02-11,1
3167856130,2025-02-18,0
3172022968,2025-02-28,5
3172028989,2025-02-28,8
3173189397,2025-03-04,4
3174558655,2025-03-07,0
3174664917,2025-03-07,7
3175465512,2025-03-10,0
3177294959,2025-03-15,8
3177979502,2025-03-18,0
3177998666,2025-03-18,1
3180286398,2025-03-23,3
3188542719,2025-04-11,0
3188580519,2025-04-11,4
3188964023,2025-04-12,4
3190950946,2025-04-17,1
3190964392,2025-04-17,5
3191273013,2025-04-18,3
3191502560,2025-04-19,3
3191502561,2025-04-19,1
3191547053,2025-04-19,2
3191665713,2025-04-19,6
3191723262,2025-04-20,6
3191763592,2025-04-20,0
3191763690,2025-04-20,
3192151937,2025-04-21,0
3192449459,2025-04-22,4
3194369343,2025-04-25,4
3195983994,2025-04-29,6
3199653832,2025-05-03,5
3203037917,2025-05-13,4
3205315667,2025-05-19,4
3211748540,2025-05-27,8
3213666538,2025-05-30,4
3214008411,2025-05-31,0
3216113110,2025-06-06,3
3219129598,2025-06-16,0
3219157308,2025-06-17,0
3219157342,2025-06-17,0
3219167491,2025-06-17,
3222899267,2025-06-22,3
3226023640,2025-07-02,6
3228154286,2025-07-08,4
3228184861,2025-07-09,4
3231044161,2025-07-18,4
3231344843,2025-07-19,1
3233887628,2025-07-28,4
3236297050,2025-08-05,7
3240068323,2025-08-16,0
3240146889,2025-08-16,0
3240209231,2025-08-17,0
3240376744,2025-08-18,1
3240554063,2025-08-19,0
3242197113,2025-08-23,0
3242367886,2025-08-23,3
3242894785,2025-08-25,0
3243230459,2025-08-26,7
3244649964,2025-08-29,3
324964597,2010-05-14,
3253194937,2025-09-23,3
3255012074,2025-09-28,0
3259406171,2025-10-10,0
3260124439,2025-10-12,7
3261349065,2025-10-16,3
347297732,2010-05-29,0
356656230,2010-05-14,
356802222,2010-06-02,4
356812972,2010-06-02,4
356880284,2010-06-03,4
356925286,2010-06-02,4
365420220,2010-06-07,5
395190286,1994-05-02,0
395214646,1993-09-01,5
395225552,1992-02-03,4
397926157,1984-07-09,1
397937441,1986-03-12,6
397955601,1986-04-01,0
398000132,1987-05-07,8
398002013,1987-04-23,1
398031028,1986-10-01,0
398038917,1986-11-19,4
398098762,1988-06-09,0
398098888,1989-05-24,7
398100134,1987-10-15,0
398132857,1990-06-27,4
398135391,1990-06-25,3
398136069,1990-06-25,8
398146857,1990-05-23,0
398150928,1990-09-20,6
398151900,1990-08-23,0
